word,pos,n_observed,n_total,alt_pos,open_class
scalar,noun_adj,1,1,,1
scale,noun_verb,1,1,,1
scaled,verb_adj,1,1,,1
scales,noun_verb,1,1,,1
scalia,noun,1,1,,1
scaling,verb,1,1,,1
scallions,noun,1,1,,1
scallops,noun_verb,1,1,,1
scalp,noun_verb,1,1,,1
scalpel,noun,1,1,,1
scaly,adj,1,1,,1
scam,undef,1,1,,1
scamp,noun_verb,1,1,,1
scampered,verb,1,1,,1
scams,noun_verb,1,1,,1
scan,noun_verb,1,1,,1
scandal,noun_verb,1,1,,1
scandalised,verb,1,1,,1
scandalous,adj,1,1,,1
scandals,noun,1,1,,1
scandinavia,noun,1,1,,1
scandinavian,noun_adj,1,1,,1
scanned,verb,1,1,,1
scanner,noun,1,1,,1
scanners,noun,1,1,,1
scanning,verb,1,1,,1
scans,verb,1,1,,1
scansoft,noun,1,1,,1
scant,verb_adj,1,1,,1
scapegoat,noun,1,1,,1
scapegoats,noun,1,1,,1
scar,noun_verb,1,1,,1
scarborough,noun,1,1,,1
scarce,adj,1,1,,1
scarcely,adv,1,1,,1
scarcity,noun,1,1,,1
scare,noun_verb,1,1,,1
scarecrow,noun,1,1,,1
scared,verb,1,1,,1
scaremongering,noun,1,1,,1
scares,noun_verb,1,1,,1
scarf,noun_verb,1,1,,1
scariest,adj,1,1,,1
scaring,verb,1,1,,1
scarlet,noun_adj,1,1,,1
scarlett,noun,1,1,,1
scarpelli,noun,1,1,,1
scarred,verb,1,1,,1
scarring,verb,1,1,,1
scars,noun_verb,1,1,,1
scarves,noun,1,1,,1
scary,adj,1,1,,1
scathing,adj,1,1,,1
scatter,noun_verb,1,1,,1
scattered,verb_adj,1,1,,1
scattering,noun_verb,1,1,,1
scavenged,verb,1,1,,1
scavenger,noun,1,1,,1
scavenging,verb,1,1,,1
scenario,noun,1,1,,1
scenarios,noun,1,1,,1
scene,noun,1,1,,1
scenery,noun,1,1,,1
scenes,noun,1,1,,1
scenic,adj,1,1,,1
scent,noun_verb,1,1,,1
scented,verb,1,1,,1
sceptic,noun_adj,1,1,,1
sceptical,adj,1,1,,1
scepticism,noun,1,1,,1
sceptics,noun,1,1,,1
schaeffer,noun,1,1,,1
schedule,noun_verb,1,1,,1
scheduled,verb,1,1,,1
scheduler,noun,1,1,,1
schedules,noun_verb,1,1,,1
scheduling,verb,1,1,,1
scheele,noun,1,1,,1
schein,noun,1,1,,1
schell,noun,1,1,,1
schema,noun,1,1,,1
schemas,noun,1,1,,1
scheme,noun_verb,1,1,,1
schemes,noun_verb,1,1,,1
scheming,noun_verb,1,1,,1
scherzo,undef,1,1,,1
schiff,noun,1,1,,1
schiller,noun,1,1,,1
schilling,noun,1,1,,1
schism,noun,1,1,,1
schizophrenia,noun,1,1,,1
schizophrenic,noun_adj,1,1,,1
schizophrenics,noun,1,1,,1
schlemiel,undef,1,1,,1
schmaltz,noun,1,1,,1
schmitt,noun,1,1,,1
schmitz,noun,1,1,,1
schmoozing,verb,1,1,,1
schofield,noun,1,1,,1
scholar,noun,1,1,,1
scholarly,adj,1,1,,1
scholars,noun,1,1,,1
scholarship,noun,1,1,,1
scholarships,noun,1,1,,1
scholastic,noun_adj,1,1,,1
school,noun_verb,1,1,,1
schoolbooks,noun,1,1,,1
schoolboy,noun,1,1,,1
schoolboys,noun,1,1,,1
schoolchildren,noun,1,1,,1
schooled,verb,1,1,,1
schoolfriends,noun,1,1,,1
schoolgirl,noun,1,1,,1
schooling,noun_verb,1,1,,1
schoolmates,noun,1,1,,1
schools,noun_verb,1,1,,1
schoolteacher,noun,1,1,,1
schoolyard,noun,1,1,,1
schopenhauer,noun,1,1,,1
schulman,noun,1,1,,1
schultz,noun,1,1,,1
schulz,noun,1,1,,1
schumacher,noun,1,1,,1
schumer,noun,1,1,,1
schuster,noun,1,1,,1
schwab,noun,1,1,,1
schwartz,noun,1,1,,1
schwarz,noun,1,1,,1
schwarzenegger,undef,1,1,,1
schweitzer,noun,1,1,,1
sci,noun,1,1,,1
science,noun,1,1,,1
sciences,noun,1,1,,1
scientific,adj,1,1,,1
scientifically,adv,1,1,,1
scientist,noun,1,1,,1
scientists,noun,1,1,,1
scientology,noun,1,1,,1
scifi,noun,1,1,,1
scissor,noun,1,1,,1
scissors,noun,1,1,,1
sclerosis,noun,1,1,,1
scoff,noun_verb,1,1,,1
scoffed,verb,1,1,,1
scoffing,verb,1,1,,1
scold,noun_verb,1,1,,1
scones,noun,1,1,,1
scooby,noun,1,1,,1
scoop,noun_verb,1,1,,1
scooped,verb,1,1,,1
scooping,verb,1,1,,1
scoops,noun_verb,1,1,,1
scoot,noun_verb,1,1,,1
scooter,noun,1,1,,1
scooters,noun,1,1,,1
scope,noun,1,1,,1
scopes,noun,1,1,,1
scorched,verb,1,1,,1
scorching,verb_adj,1,1,,1
score,noun_verb,1,1,,1
scoreboard,noun,1,1,,1
scorecard,noun,1,1,,1
scorecards,noun,1,1,,1
scored,verb,1,1,,1
scoreless,adj,1,1,,1
scorer,noun,1,1,,1
scorers,noun,1,1,,1
scores,noun_verb,1,1,,1
scoring,verb,1,1,,1
scorn,noun_verb,1,1,,1
scorned,verb,1,1,,1
scornful,adj,1,1,,1
scornfully,adv,1,1,,1
scorpio,noun_adj,1,1,,1
scorpion,noun,1,1,,1
scorpions,noun,1,1,,1
scot,noun,1,1,,1
scotch,noun_verb,1,1,,1
scotia,noun,1,1,,1
scotland,noun,1,1,,1
scots,noun,1,1,,1
scotsman,noun,1,1,,1
scott,noun,1,1,,1
scottish,noun_adj,1,1,,1
scottsdale,noun,1,1,,1
scour,verb,1,1,,1
scoured,verb,1,1,,1
scourge,noun_verb,1,1,,1
scouring,noun_verb,1,1,,1
scouse,noun,1,1,,1
scout,noun_verb,1,1,,1
scouting,noun_verb,1,1,,1
scouts,noun_verb,1,1,,1
scowl,noun_verb,1,1,,1
scrabble,noun_verb,1,1,,1
scrabbling,verb,1,1,,1
scramble,noun_verb,1,1,,1
scrambled,verb,1,1,,1
scrambles,noun_verb,1,1,,1
scrambling,verb,1,1,,1
scranton,noun,1,1,,1
scrap,noun_verb,1,1,,1
scrapbook,noun,1,1,,1
scrape,noun_verb,1,1,,1
scraped,verb,1,1,,1
scraper,noun,1,1,,1
scrapers,noun,1,1,,1
scrapes,noun_verb,1,1,,1
scrapie,noun,1,1,,1
scraping,noun_verb,1,1,,1
scrapped,verb,1,1,,1
scrappy,adj,1,1,,1
scraps,noun_verb,1,1,,1
scratch,noun_verb,1,1,,1
scratched,verb,1,1,,1
scratches,noun_verb,1,1,,1
scratching,verb,1,1,,1
scrawled,verb,1,1,,1
scream,noun_verb,1,1,,1
screamed,verb,1,1,,1
screaming,verb,1,1,,1
screams,noun_verb,1,1,,1
screeched,verb,1,1,,1
screeching,verb,1,1,,1
screen,noun_verb,1,1,,1
screened,verb,1,1,,1
screening,noun_verb,1,1,,1
screenings,noun,1,1,,1
screenplay,noun,1,1,,1
screenplays,noun_verb,1,1,,1
screens,noun_verb,1,1,,1
screensaver,undef,1,1,,1
screenshot,undef,1,1,,1
screenshots,noun_verb,1,1,,1
screenwriter,noun,1,1,,1
screw,noun_verb,1,1,,1
screwdriver,noun,1,1,,1
screwed,verb_adj,1,1,,1
screwing,verb,1,1,,1
screws,noun_verb,1,1,,1
scribbled,verb,1,1,,1
scribbling,verb,1,1,,1
scribe,noun_verb,1,1,,1
scribes,noun,1,1,,1
script,noun_verb,1,1,,1
scripted,adj,1,1,,1
scripting,verb,1,1,,1
scripts,noun,1,1,,1
scripture,noun,1,1,,1
scriptures,noun,1,1,,1
scriptwriter,noun,1,1,,1
scroll,noun_verb,1,1,,1
scrolling,verb,1,1,,1
scrolls,noun,1,1,,1
scrooge,noun,1,1,,1
scrub,noun_verb_adj,1,1,,1
scrubbing,verb,1,1,,1
scrubby,adj,1,1,,1
scrubland,noun,1,1,,1
scrubs,noun_verb,1,1,,1
scruffy,adj,1,1,,1
scrum,noun_verb,1,1,,1
scrunched,verb,1,1,,1
scrupulous,adj,1,1,,1
scrupulously,adv,1,1,,1
scrutinise,verb,1,1,,1
scrutinised,verb,1,1,,1
scrutinising,verb,1,1,,1
scrutinize,verb,1,1,,1
scrutinized,verb,1,1,,1
scrutiny,noun,1,1,,1
scuba,noun,1,1,,1
scuffles,verb,1,1,,1
scully,noun,1,1,,1
sculpted,verb,1,1,,1
sculpting,verb,1,1,,1
sculptor,noun,1,1,,1
sculpture,noun_verb,1,1,,1
sculptures,noun_verb,1,1,,1
scum,noun_verb,1,1,,1
scupper,noun_verb,1,1,,1
scuppered,verb,1,1,,1
scurrying,verb,1,1,,1
scurvy,noun_adj,1,1,,1
scuttle,noun_verb,1,1,,1
scuttled,verb,1,1,,1
scuttling,verb,1,1,,1
se,noun,1,1,,1
sea,noun,1,1,,1
seabed,noun,1,1,,1
seaboard,noun,1,1,,1
seafaring,noun_adj,1,1,,1
seafood,noun,1,1,,1
seagram,noun,1,1,,1
seahawks,noun_verb,1,1,,1
seal,noun_verb,1,1,,1
sealant,noun,1,1,,1
sealed,verb_adj,1,1,,1
sealing,verb,1,1,,1
seals,noun_verb,1,1,,1
seam,noun_verb,1,1,,1
seaman,noun,1,1,,1
seamen,noun,1,1,,1
seamless,adj,1,1,,1
seamlessly,adv,1,1,,1
seams,noun_verb,1,1,,1
seamus,noun,1,1,,1
seamy,adj,1,1,,1
sean,noun,1,1,,1
seance,undef,1,1,,1
seaport,noun,1,1,,1
search,noun_verb,1,1,,1
searchable,adj,1,1,,1
searched,verb,1,1,,1
searcher,noun,1,1,,1
searchers,noun,1,1,,1
searches,noun_verb,1,1,,1
searching,verb_adj,1,1,,1
searchlight,noun,1,1,,1
seared,verb,1,1,,1
searing,verb,1,1,,1
sears,verb,1,1,,1
seas,noun,1,1,,1
seaside,noun,1,1,,1
season,noun_verb,1,1,,1
seasonal,adj,1,1,,1
seasonally,adv,1,1,,1
seasoned,verb,1,1,,1
seasoning,noun_verb,1,1,,1
seasonings,noun,1,1,,1
seasons,noun_verb,1,1,,1
seat,noun_verb,1,1,,1
seated,verb,1,1,,1
seating,noun_verb,1,1,,1
seats,noun_verb,1,1,,1
seattle,noun,1,1,,1
sebastian,noun,1,1,,1
sebastopol,noun,1,1,,1
sebring,noun,1,1,,1
sec,noun_adj,1,1,,1
secede,verb,1,1,,1
secession,noun,1,1,,1
secessionist,noun_adj,1,1,,1
secluded,verb_adj,1,1,,1
seclusion,noun,1,1,,1
second,adj,4,4,,1
secondary,noun_adj,1,1,,1
secondly,adv,1,1,,1
secrecy,noun,1,1,,1
secret,noun_adj,1,1,,1
secretarial,adj,1,1,,1
secretariat,noun,1,1,,1
secretary,noun,1,1,,1
secretarys,noun,1,1,,1
secretions,noun,1,1,,1
secretive,adj,1,1,,1
secretly,adv,1,1,,1
secrets,noun,1,1,,1
secs,noun_verb,1,1,,1
sect,noun,1,1,,1
sectarian,noun_adj,1,1,,1
sectarians,noun,1,1,,1
section,noun_verb,1,1,,1
sections,noun,1,1,,1
sector,noun,1,1,,1
sectors,noun,1,1,,1
sects,noun,1,1,,1
secular,noun_adj,1,1,,1
secularists,noun,1,1,,1
secure,verb_adj,1,1,,1
secured,verb,1,1,,1
securely,adv,1,1,,1
secures,verb,1,1,,1
securing,verb,1,1,,1
security,noun,1,1,,1
securitys,noun,1,1,,1
sedan,noun,1,1,,1
sedans,noun,1,1,,1
sedate,verb_adj,1,1,,1
sedated,verb,1,1,,1
sedentary,adj,1,1,,1
sedge,noun,1,1,,1
sediment,noun,1,1,,1
sedimentation,noun,1,1,,1
sediments,noun,1,1,,1
seditious,adj,1,1,,1
seduce,verb,1,1,,1
seduced,verb,1,1,,1
seducing,verb,1,1,,1
seduction,noun,1,1,,1
seductive,adj,1,1,,1
see,verb,1,1,,1
seed,noun_verb,1,1,,1
seedboat,undef,1,1,,1
seeded,verb,1,1,,1
seeds,noun_verb,1,1,,1
seedy,adj,1,1,,1
seeing,noun_verb,1,1,,1
seek,verb,1,1,,1
seeker,noun,1,1,,1
seekers,noun,1,1,,1
seeking,verb,1,1,,1
seeks,verb,1,1,,1
seem,verb,1,1,,1
seemed,verb,1,1,,1
seeming,verb,1,1,,1
seemingly,adv,1,1,,1
seems,verb,1,1,,1
seen,verb,1,1,,1
seep,noun_verb,1,1,,1
seeped,verb,1,1,,1
seeping,verb,1,1,,1
seer,noun,1,1,,1
seers,noun,1,1,,1
sees,noun_verb,1,1,,1
seesaw,noun_verb,1,1,,1
seethe,noun_verb,1,1,,1
seethes,verb,1,1,,1
seething,verb,1,1,,1
seger,noun,1,1,,1
segregated,verb,1,1,,1
segregation,noun,1,1,,1
segue,undef,1,1,,1
seigneur,noun,1,1,,1
seiko,undef,1,1,,1
seine,noun_verb,1,1,,1
seismic,adj,1,1,,1
seismologist,undef,1,1,,1
seismologists,noun,1,1,,1
seismology,noun,1,1,,1
seize,verb,1,1,,1
seized,verb,1,1,,1
seizes,verb,1,1,,1
seizing,noun_verb,1,1,,1
seizure,noun,1,1,,1
seizures,noun,1,1,,1
seko,noun,1,1,,1
selassie,noun,1,1,,1
selby,noun,1,1,,1
seldom,adv,1,1,,1
select,verb_adj,1,1,,1
selected,verb,1,1,,1
selecting,verb,1,1,,1
selection,noun,1,1,,1
selections,noun,1,1,,1
selective,adj,1,1,,1
selectively,adv,1,1,,1
selector,noun,1,1,,1
selects,verb,1,1,,1
selena,noun,1,1,,1
self,undef,1,1,,1
selfish,adj,1,1,,1
selfishly,adv,1,1,,1
selfless,adj,1,1,,1
selina,noun,1,1,,1
sell,verb,1,1,,1
seller,noun,1,1,,1
sellers,noun,1,1,,1
selling,noun_verb,1,1,,1
sellout,noun,1,1,,1
sells,verb,1,1,,1
selma,noun,1,1,,1
seltzer,noun,1,1,,1
selves,noun,1,1,,1
semantic,adj,1,1,,1
semantics,noun,1,1,,1
semaphore,noun_verb,1,1,,1
semaphores,verb,1,1,,1
semblance,noun,1,1,,1
semen,noun,1,1,,1
semester,noun,1,1,,1
semi,noun,1,1,,1
semiannual,adj,1,1,,1
semicolon,noun,1,1,,1
semiconductor,noun,1,1,,1
semiconductors,noun,1,1,,1
semifinal,noun,1,1,,1
semifinals,noun,1,1,,1
seminal,adj,1,1,,1
seminar,noun,1,1,,1
seminars,noun,1,1,,1
seminole,noun,1,1,,1
semis,noun,1,1,,1
sen,undef,1,1,,1
senate,noun,1,1,,1
senator,noun,1,1,,1
senators,noun,1,1,,1
send,noun_verb,1,1,,1
sender,noun,1,1,,1
senders,noun,1,1,,1
sending,verb,1,1,,1
sendmail,undef,1,1,,1
sends,verb,1,1,,1
seneca,noun,1,1,,1
senegal,noun,1,1,,1
senegalese,noun_adj,1,1,,1
senile,undef,1,1,,1
senior,noun_adj,1,1,,1
seniority,noun,1,1,,1
seniors,noun,1,1,,1
senna,noun,1,1,,1
senor,noun,1,1,,1
senora,noun,1,1,,1
senorita,noun,1,1,,1
sensation,noun,1,1,,1
sensational,adj,1,1,,1
sensationalism,noun,1,1,,1
sensations,noun,1,1,,1
sense,noun_verb,1,1,,1
sensed,verb,1,1,,1
senseless,adj,1,1,,1
senses,noun_verb,1,1,,1
sensibility,noun,1,1,,1
sensibilitys,noun,1,1,,1
sensible,noun_adj,1,1,,1
sensibly,adv,1,1,,1
sensing,verb,1,1,,1
sensitive,adj,1,1,,1
sensitivity,noun,1,1,,1
sensitivitys,noun,1,1,,1
sensor,noun,1,1,,1
sensors,noun,1,1,,1
sensory,adj,1,1,,1
sensual,adj,1,1,,1
sensuality,noun,1,1,,1
sensuous,adj,1,1,,1
sent,verb,1,1,,1
sentence,noun_verb,1,1,,1
sentenced,verb,1,1,,1
sentences,noun_verb,1,1,,1
sentencing,noun_verb,1,1,,1
sentient,noun_adj,1,1,,1
sentiment,noun,1,1,,1
sentimental,adj,1,1,,1
sentimentality,noun,1,1,,1
sentiments,noun,1,1,,1
sentinel,noun_verb,1,1,,1
sentry,noun,1,1,,1
sentrys,noun,1,1,,1
seoul,noun,1,1,,1
separate,undef,1,1,,1
separated,verb,1,1,,1
separately,adv,1,1,,1
separating,verb,1,1,,1
separation,noun,1,1,,1
separations,noun,1,1,,1
separatism,noun,1,1,,1
separatist,noun,1,1,,1
separatists,noun,1,1,,1
separator,noun,1,1,,1
separators,noun,1,1,,1
sept,noun,1,1,,1
september,noun,1,1,,1
septic,noun_adj,1,1,,1
septicaemia,noun,1,1,,1
septuagenarian,undef,1,1,,1
sequel,noun,1,1,,1
sequels,noun,1,1,,1
sequence,noun,1,1,,1
sequences,noun,1,1,,1
sequencing,noun,1,1,,1
sequential,adj,1,1,,1
sequentially,adv,1,1,,1
sequester,verb,1,1,,1
sequestered,verb_adj,1,1,,1
sequoia,noun,1,1,,1
sera,noun,1,1,,1
serb,noun_adj,1,1,,1
serbia,noun,1,1,,1
serbian,noun_adj,1,1,,1
serbs,noun_verb,1,1,,1
serena,noun,1,1,,1
serenaded,verb,1,1,,1
serendipity,noun,1,1,,1
serene,adj,1,1,,1
serenity,noun,1,1,,1
serfs,noun,1,1,,1
serge,noun,1,1,,1
sergeant,noun,1,1,,1
sergeants,noun,1,1,,1
sergei,noun,1,1,,1
sergio,noun,1,1,,1
serial,noun_adj,1,1,,1
serialised,verb,1,1,,1
serialization,noun,1,1,,1
serialized,verb,1,1,,1
serials,noun,1,1,,1
series,noun,1,1,,1
serif,noun,1,1,,1
serious,adj,1,1,,1
seriously,adv,1,1,,1
seriousness,noun,1,1,,1
serjeant,undef,1,1,,1
sermon,noun,1,1,,1
sermons,noun,1,1,,1
serotonin,noun,1,1,,1
serpent,noun,1,1,,1
serpentine,noun_adj,1,1,,1
serpents,noun,1,1,,1
servant,noun,1,1,,1
servants,noun,1,1,,1
serve,noun_verb,1,1,,1
served,verb,1,1,,1
server,noun,1,1,,1
servers,noun,1,1,,1
serves,noun_verb,1,1,,1
service,noun_verb,1,1,,1
serviceable,adj,1,1,,1
serviced,verb,1,1,,1
serviceman,noun,1,1,,1
servicemen,noun,1,1,,1
services,noun_verb,1,1,,1
servicing,verb,1,1,,1
serving,noun_verb,1,1,,1
servings,noun,1,1,,1
servlet,noun,1,1,,1
sesame,noun,1,1,,1
session,noun,1,1,,1
sessions,noun,1,1,,1
set,noun_verb,1,1,,1
setback,noun,1,1,,1
setbacks,noun,1,1,,1
seth,noun,1,1,,1
seton,noun,1,1,,1
sets,noun_verb,1,1,,1
setter,noun,1,1,,1
setters,noun,1,1,,1
setting,noun_verb,1,1,,1
settings,noun,1,1,,1
settle,noun_verb,1,1,,1
settled,verb_adj,1,1,,1
settlement,noun,1,1,,1
settlements,noun,1,1,,1
settler,noun,1,1,,1
settlers,noun,1,1,,1
settles,noun_verb,1,1,,1
settling,verb,1,1,,1
setup,noun,1,1,,1
seven,noun,1,1,,1
seventeen,noun,1,1,,1
seventeenth,noun_adj,1,1,,1
seventh,noun_adj,1,1,,1
seventy,noun,1,1,,1
seventys,noun,1,1,,1
sever,verb,1,1,,1
several,quant,1,1,,1
severance,noun,1,1,,1
severe,adj,1,1,,1
severed,verb,1,1,,1
severely,adv,1,1,,1
severer,undef,1,1,,1
severest,adj,1,1,,1
severing,verb,1,1,,1
severity,noun,1,1,,1
severn,noun,1,1,,1
severson,noun,1,1,,1
seville,noun,1,1,,1
sew,verb,1,1,,1
sewage,noun,1,1,,1
seward,noun,1,1,,1
sewell,noun,1,1,,1
sewer,noun,1,1,,1
sewers,noun,1,1,,1
sewing,noun_verb,1,1,,1
sewn,verb,1,1,,1
sex,noun_verb,1,1,,1
sexes,noun_verb,1,1,,1
sexier,adj,1,1,,1
sexiest,adj,1,1,,1
sexism,noun_adj,1,1,,1
sexist,noun_adj,1,1,,1
sexton,noun,1,1,,1
sexual,adj,1,1,,1
sexuality,noun,1,1,,1
sexually,adv,1,1,,1
sexy,adj,1,1,,1
seymour,noun,1,1,,1
shabbat,noun,1,1,,1
shabby,adj,1,1,,1
shack,noun_verb,1,1,,1
shackled,verb,1,1,,1
shacks,noun_verb,1,1,,1
shade,noun_verb,1,1,,1
shaded,verb,1,1,,1
shades,noun_verb,1,1,,1
shading,noun_verb,1,1,,1
shadings,noun,1,1,,1
shadow,noun_verb,1,1,,1
shadowed,verb_adj,1,1,,1
shadowing,verb,1,1,,1
shadows,noun_verb,1,1,,1
shadowy,adj,1,1,,1
shady,adj,1,1,,1
shaffer,noun,1,1,,1
shaft,noun_verb,1,1,,1
shafts,noun,1,1,,1
shaggy,adj,1,1,,1
shah,noun,1,1,,1
shake,noun_verb,1,1,,1
shaken,verb,1,1,,1
shakeout,noun,1,1,,1
shaker,noun,1,1,,1
shakers,noun,1,1,,1
shakes,noun_verb,1,1,,1
shakespeare,noun,1,1,,1
shakespearean,undef,1,1,,1
shakespearian,undef,1,1,,1
shaking,noun_verb,1,1,,1
shaky,adj,1,1,,1
shalikashvili,noun,1,1,,1
shalit,undef,1,1,,1
shall,aux,1,1,,0
shallots,noun,1,1,,1
shallow,noun_adj,1,1,,1
shallower,adj,1,1,,1
shalom,interj,1,1,,1
shalt,aux,1,1,,0
sham,noun,1,1,,1
shaman,noun,1,1,,1
shamanistic,adj,1,1,,1
shambles,noun_verb,1,1,,1
shambling,verb,1,1,,1
shame,noun_verb,1,1,,1
shamed,verb,1,1,,1
shameful,adj,1,1,,1
shameless,adj,1,1,,1
shamelessly,adv,1,1,,1
shaming,verb,1,1,,1
shampoo,noun_verb,1,1,,1
shams,verb,1,1,,1
shane,noun,1,1,,1
shanghai,noun,1,1,,1
shankar,noun,1,1,,1
shannon,noun,1,1,,1
shanty,noun,1,1,,1
shape,noun_verb,1,1,,1
shaped,verb_adj,1,1,,1
shapely,adj,1,1,,1
shapes,noun_verb,1,1,,1
shaping,verb,1,1,,1
shapiro,noun,1,1,,1
shaquille,noun,1,1,,1
shards,noun,1,1,,1
share,noun_verb,1,1,,1
shared,verb,1,1,,1
shareholder,noun,1,1,,1
shareholders,noun,1,1,,1
shareholding,noun,1,1,,1
shares,noun_verb,1,1,,1
shareware,noun,1,1,,1
sharia,noun,1,1,,1
sharif,noun,1,1,,1
sharing,verb,1,1,,1
shark,noun_verb,1,1,,1
sharks,noun,1,1,,1
sharma,noun,1,1,,1
sharon,noun,1,1,,1
sharos,noun,1,1,,1
sharp,noun_adj,1,1,,1
sharpe,noun,1,1,,1
sharpen,verb,1,1,,1
sharpened,verb,1,1,,1
sharpening,verb,1,1,,1
sharper,noun_adj,1,1,,1
sharpest,adj,1,1,,1
sharpies,noun,1,1,,1
sharply,adv,1,1,,1
sharpness,noun,1,1,,1
sharpshooter,noun,1,1,,1
sharpton,noun,1,1,,1
shatter,noun_verb,1,1,,1
shattered,verb,1,1,,1
shattering,verb,1,1,,1
shatters,verb,1,1,,1
shaun,noun,1,1,,1
shave,noun_verb,1,1,,1
shaved,verb,1,1,,1
shaves,noun_verb,1,1,,1
shaving,noun_verb,1,1,,1
shaw,noun,1,1,,1
shawn,noun,1,1,,1
shawshank,undef,1,1,,1
shays,noun,1,1,,1
she,pro,1,1,,1
shea,noun,1,1,,1
sheaf,noun_verb,1,1,,1
shear,noun_verb,1,1,,1
shearer,noun,1,1,,1
shears,noun_verb,1,1,,1
shed,noun_verb,1,1,,1
shedding,verb,1,1,,1
sheds,noun_verb,1,1,,1
sheehan,noun,1,1,,1
sheen,noun,1,1,,1
sheep,noun,1,1,,1
sheepdog,noun,1,1,,1
sheepherding,noun_adj,1,1,,1
sheer,adj,1,1,,1
sheet,noun_verb,1,1,,1
sheeting,noun,1,1,,1
sheets,noun,1,1,,1
sheff,noun,1,1,,1
sheffield,noun,1,1,,1
sheik,noun,1,1,,1
sheikh,noun,1,1,,1
sheila,noun,1,1,,1
shekel,noun,1,1,,1
shelby,noun,1,1,,1
sheldon,noun,1,1,,1
shelf,noun,1,1,,1
shell,noun_verb,1,1,,1
shelled,verb_adj,1,1,,1
shelley,noun,1,1,,1
shellfish,noun,1,1,,1
shelling,verb,1,1,,1
shells,noun_verb,1,1,,1
shelly,noun,1,1,,1
shelter,noun_verb,1,1,,1
sheltered,verb,1,1,,1
sheltering,verb,1,1,,1
shelters,noun_verb,1,1,,1
shelton,noun,1,1,,1
shelve,verb,1,1,,1
shelved,verb,1,1,,1
shelves,noun_verb,1,1,,1
shenandoah,noun,1,1,,1
shenanigans,noun_verb,1,1,,1
shepard,noun,1,1,,1
shepherd,noun_verb,1,1,,1
shepherds,noun_verb,1,1,,1
sheraton,noun_adj,1,1,,1
sheridan,noun,1,1,,1
sheriff,noun,1,1,,1
sheriffs,noun,1,1,,1
sherlock,noun,1,1,,1
sherman,noun,1,1,,1
sherpa,noun,1,1,,1
sherri,noun,1,1,,1
sherry,noun,1,1,,1
sherwood,noun,1,1,,1
sheryl,noun,1,1,,1
shied,verb,1,1,,1
shield,noun_verb,1,1,,1
shielded,verb,1,1,,1
shielding,verb,1,1,,1
shields,noun_verb,1,1,,1
shier,noun_adj,1,1,,1
shift,noun_verb,1,1,,1
shifted,verb,1,1,,1
shifting,verb,1,1,,1
shifts,noun_verb,1,1,,1
shiitake,undef,1,1,,1
shiite,noun_adj,1,1,,1
shiites,noun,1,1,,1
shillings,noun,1,1,,1
shimmering,verb,1,1,,1
shimon,undef,1,1,,1
shin,noun_verb,1,1,,1
shine,noun_verb,1,1,,1
shines,verb,1,1,,1
shingle,noun_verb,1,1,,1
shingles,noun_verb,1,1,,1
shining,verb,1,1,,1
shiny,adj,1,1,,1
ship,noun_verb,1,1,,1
shipbuilders,noun,1,1,,1
shipbuilding,noun,1,1,,1
shipley,noun,1,1,,1
shipman,noun,1,1,,1
shipment,noun,1,1,,1
shipments,noun,1,1,,1
shipowners,noun,1,1,,1
shipped,verb,1,1,,1
shipping,noun_verb,1,1,,1
ships,noun_verb,1,1,,1
shipwreck,noun,1,1,,1
shipyard,noun,1,1,,1
shire,noun,1,1,,1
shirley,noun,1,1,,1
shirt,noun,1,1,,1
shirts,noun,1,1,,1
shitake,undef,1,1,,1
shitting,noun_verb,1,1,,1
shitty,adj,1,1,,1
shiver,noun_verb,1,1,,1
shivering,verb,1,1,,1
shivers,noun_verb,1,1,,1
shlomo,noun,1,1,,1
shoal,noun,1,1,,1
shoals,noun_verb,1,1,,1
shock,noun_verb,1,1,,1
shocked,verb,1,1,,1
shocker,noun,1,1,,1
shocking,verb_adj,1,1,,1
shockingly,adv,1,1,,1
shocks,noun_verb,1,1,,1
shod,verb,1,1,,1
shoddy,noun_adj,1,1,,1
shoe,noun_verb,1,1,,1
shoes,noun_verb,1,1,,1
shoestring,noun,1,1,,1
shone,verb,1,1,,1
shook,verb,1,1,,1
shoot,noun_verb,1,1,,1
shootdown,noun,1,1,,1
shooter,noun,1,1,,1
shooters,noun,1,1,,1
shooting,noun_verb,1,1,,1
shootings,noun_verb,1,1,,1
shootout,undef,1,1,,1
shoots,noun_verb,1,1,,1
shop,noun_verb,1,1,,1
shopkeeper,noun,1,1,,1
shopkeepers,noun,1,1,,1
shoplifting,noun_verb,1,1,,1
shopped,noun_verb,1,1,,1
shopper,noun,1,1,,1
shoppers,noun,1,1,,1
shopping,noun_verb,1,1,,1
shops,noun_verb,1,1,,1
shore,noun_verb,1,1,,1
shored,verb,1,1,,1
shoreline,noun,1,1,,1
shores,noun_verb,1,1,,1
shoring,noun_verb,1,1,,1
short,noun_adj,1,1,,1
shortage,noun,1,1,,1
shortages,noun,1,1,,1
shortcoming,noun,1,1,,1
shortcomings,noun,1,1,,1
shortcut,noun_adj,1,1,,1
shortcuts,noun_verb,1,1,,1
shorten,verb,1,1,,1
shortened,verb,1,1,,1
shortening,noun_verb,1,1,,1
shortens,verb,1,1,,1
shorter,adj,1,1,,1
shortest,adj,1,1,,1
shortfall,noun,1,1,,1
